#Clusters,Total,D2C,Radius,K,MAE,MSE,m,h,w,t,l,k,b,delta,GBin,LBin,GMode,LMode,#Buckets,#Bins,#Seeds,Phase1,Phase2,Phase3,Eval
9829,152.42,0.100516,0.273112,9848,0.116544,0.024275,16,6,-1.00,40,10,4,1,30,0.9,0.8,0.5,0.3,59398,68987,13562,1.04,5.45,145.93,2.15
6982,78.95,0.104353,0.294570,6992,0.127885,0.028603,16,6,-1.00,40,10,4,1,50,0.9,0.8,0.5,0.3,59398,47646,9640,1.05,5.48,72.42,2.26
7295,80.55,0.105513,0.300899,7298,0.128627,0.028664,16,6,-1.00,40,10,6,1,30,0.9,0.8,0.5,0.3,59398,52052,9705,1.05,5.00,74.50,2.03
5234,38.02,0.109039,0.329589,5237,0.117248,0.022010,16,6,-1.00,40,10,6,1,50,0.9,0.8,0.5,0.3,59398,36786,6950,1.05,5.01,31.96,1.78
10325,173.51,0.099852,0.268214,10344,0.114770,0.023622,16,6,-1.00,40,12,4,1,30,0.9,0.8,0.5,0.3,59398,82788,14525,1.07,6.49,165.95,1.95
7330,91.96,0.103830,0.291177,7335,0.125913,0.027705,16,6,-1.00,40,12,4,1,50,0.9,0.8,0.5,0.3,59398,57190,10313,1.05,6.48,84.43,2.02
7667,93.61,0.104517,0.293871,7672,0.126235,0.027669,16,6,-1.00,40,12,6,1,30,0.9,0.8,0.5,0.3,59398,62456,10382,1.05,5.94,86.62,1.90
5513,42.87,0.108782,0.321836,5516,0.125910,0.026465,16,6,-1.00,40,12,6,1,50,0.9,0.8,0.5,0.3,59398,44223,7458,1.06,5.91,35.90,1.98
7912,99.53,0.103376,0.287691,7923,0.124249,0.027093,16,6,-1.00,50,8,4,1,30,0.9,0.8,0.5,0.3,48747,44534,10867,1.06,4.30,94.17,1.94
6723,70.09,0.104452,0.296479,6730,0.129380,0.029199,16,6,-1.00,50,8,4,1,50,0.9,0.8,0.5,0.3,48747,39248,9195,1.05,4.35,64.69,2.39
5711,42.55,0.109213,0.324720,5714,0.129064,0.028051,16,6,-1.00,50,8,6,1,30,0.9,0.8,0.5,0.3,48747,32663,7564,1.05,3.88,37.62,1.75
5041,35.38,0.109727,0.334848,5044,0.118326,0.022346,16,6,-1.00,50,8,6,1,50,0.9,0.8,0.5,0.3,48747,30084,6656,1.06,3.88,30.44,1.55
8276,112.57,0.102986,0.285064,8290,0.122449,0.026506,16,6,-1.00,50,10,4,1,30,0.9,0.8,0.5,0.3,48747,55621,11519,1.05,5.28,106.24,2.06
6988,79.71,0.104311,0.295338,6995,0.127822,0.028557,16,6,-1.00,50,10,4,1,50,0.9,0.8,0.5,0.3,48747,49080,9696,1.07,5.26,73.38,1.96
5947,48.83,0.108201,0.319730,5949,0.135625,0.031636,16,6,-1.00,50,10,6,1,30,0.9,0.8,0.5,0.3,48747,40828,7946,1.07,4.78,42.98,1.92
5240,37.99,0.109110,0.330764,5242,0.117271,0.022046,16,6,-1.00,50,10,6,1,50,0.9,0.8,0.5,0.3,48747,37634,6972,1.06,4.81,32.12,1.76
8771,128.64,0.102343,0.279773,8781,0.120360,0.025706,16,6,-1.00,50,12,4,1,30,0.9,0.8,0.5,0.3,48747,66719,12388,1.08,6.28,121.28,2.10
7383,92.60,0.103332,0.290296,7389,0.125846,0.027686,16,6,-1.00,50,12,4,1,50,0.9,0.8,0.5,0.3,48747,58902,10361,1.05,6.19,85.36,2.14
6266,59.70,0.107040,0.308155,6270,0.132811,0.030503,16,6,-1.00,50,12,6,1,30,0.9,0.8,0.5,0.3,48747,49045,8542,1.03,5.64,53.03,2.36
5523,42.41,0.108663,0.323369,5527,0.126748,0.026881,16,6,-1.00,50,12,6,1,50,0.9,0.8,0.5,0.3,48747,45244,7477,1.05,5.68,35.68,2.44
13585,250.50,0.104153,0.242832,13650,0.120304,0.026132,24,4,-1.00,30,8,4,1,30,0.9,0.8,0.5,0.3,87817,87571,18039,1.17,8.00,241.33,3.22
8638,112.86,0.111966,0.269586,8663,0.123306,0.026036,24,4,-1.00,30,8,4,1,50,0.9,0.8,0.5,0.3,87817,51688,11490,1.20,8.01,103.65,1.94
10839,161.34,0.107330,0.268408,10866,0.117692,0.023929,24,4,-1.00,30,8,6,1,30,0.9,0.8,0.5,0.3,87817,72765,14022,1.21,7.34,152.79,2.23
